Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
S-Class,Stray Kids,,6/2/2023,"207,857,363","1,571,240,092","452,274",0
Bellaquita,Dalex,,9/6/2019,"207,093,355","534,205,330","361,062",1
lost souls,Baby Keem,,9/22/2021,"206,432,478","404,172","1,078,453",1
Una Foto Remix (feat. Emilia),Mesita,,1/5/2024,"206,001,461","13,500,000","394,118",0
CCC,Michelle Maciel,,5/5/2023,"205,855,278","253,126,168","594,542",0
Single Soon,Selena Gomez,,8/25/2023,"205,555,865","237,154,932","1,178,404",0
Used To Be Young,Miley Cyrus,,8/18/2023,"205,468,104","503,074,793","1,999,859",0
In the morning,ITZY,,4/30/2021,"205,110,323","550,643,662","336,074",0
Home,Good Neighbours,,1/17/2024,"205,068,203","24,837,700","606,973",0
Regalo De Dios,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,,11/17/2023,"205,050,873","20,904","750,457",0
Mbappe,Eladio Carrion,,11/18/2022,"204,730,798","411,286,349","258,504",1
Avalon,$uicideboy$,1,5/21/2021,"204,669,341","49,284,460","288,456",1
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,,8/5/2022,"204,471,704","154,240,769","813,790",1
Nada,Cazzu,,6/3/2019,"204,337,911","157,858,644","1,005,751",1
AUTOMï¿½ï¿½,Maria Becerra,,9/8/2022,"204,236,514","793,805,115","386,958",0
Dil Diyan Gallan,Atif Aslam,,12/12/2017,"204,127,666","60,784,930","565,775",0
Boy's a liar,PinkPantheress,,11/30/2022,"203,628,716","2,935,382,291","557,783",0
Devil Doesnï¿½ï¿½ï¿½t B,Alec Benjamin,,4/15/2022,"203,417,763","686,244,417","885,217",0
Corazï¿½ï¿½n Roto - R,Brray,,4/7/2023,"203,212,015","359,964,365","836,117",1
Have Mercy,Chlï¿½,,9/10/2021,"202,781,631","2,410,282,562","1,690,643",1
Slow It Down,Benson Boone,,3/22/2024,"202,667,139","3,500,000","518,777",0
CRAZYZ,Fuerza Regida,,10/20/2023,"202,633,616","1,541,896","564,296",1
Slime You Out (feat. SZA),Drake,0,9/15/2023,"202,169,670","26,954,111","791,868",1
Bamba (feat. Aitch & BIA),Luciano,,9/22/2022,"201,638,049","128,627,839","1,285,204",1
Circo Loco,Drake,0,11/4/2022,"201,467,069","119,899,800","765,958",1
Count Me Out,Kendrick Lamar,0,5/13/2022,"201,021,118","20,521,498","576,996",1
ESCAPE PLAN,Travis Scott,,11/5/2021,"200,895,335","113,665,392","330,838",1
Sï¿½ï¿½,Anuel AA,,11/18/2021,"200,764,254","28,799,405","447,896",1
Singapur,El Alfa,,5/15/2020,"200,520,284","1,255,331,962","576,685",0
We Ride,Bryan Martin,,10/28/2022,"200,017,368","27,411,983","503,044",1
Major Distribution,Drake,0,11/4/2022,"199,662,854","100,007,156","312,418",1
GMFU (w/ 6arelyhuman),Odetari,,7/26/2023,"199,444,237","178,981,870","716,415",1
Pacas De Billetes,Natanael Cano,,5/1/2023,"199,378,491","58,160,087","253,898",1
Big Gangsta,Kevin Gates,,5/17/2019,"199,248,929","713,540,521","1,423,575",1
Captain Hook,Megan Thee Stallion,,3/6/2020,"199,063,354","1,039,448,470","692,819",1
Chasing After You (with Maren Morris),Ryan Hurd,,2/12/2021,"198,942,707","30,889,183","993,457",0
Drunk (And I Don't Wanna Go Home),Elle King,,2/26/2021,"198,817,832","88,185,708","1,594,014",0
Heatin Up (feat. Gunna),Lil Baby,,2/28/2020,"198,573,138","279,168,145","451,842",1
Drama,aespa,1,11/10/2023,"198,043,685","442,468,610","261,344",0
Raindrops (Insane) [with Travis Scott],Metro Boomin,,12/2/2022,"197,477,305","19,317,127","207,627",1
Tormenta (feat. Bad Bunny),Gorillaz,,2/24/2023,"197,096,592","327,222,300","509,357",1
FRI(END)S,V,,3/15/2024,"196,612,187","26,700","226,475",0
TOPIA TWINS,Travis Scott,,7/28/2023,"196,369,387","141,407,787","310,132",1
Tapï¿½ï¿½o Na ,Raï¿½ï¿½ Saia Ro,,1/22/2021,"196,159,389","349,411,180","360,078",0
CASE 143,Stray Kids,,10/7/2022,"195,260,412","1,397,216,002","505,263",0
Lemon,Kenshi Yonezu,,3/14/2018,"194,955,459","19,949,350","608,684",0
Termina Comigo Antes,Gusttavo Lima,,3/31/2022,"194,919,563","61,427,214","134,484",0
Face Off,Tech N9ne,,10/7/2021,"194,908,788","5,338,367,302","1,640,152",1
Dancing Feet (feat. DNCE),Kygo,,2/25/2022,"194,708,224","29,481,029","1,253,748",0
TRUCK BED,HARDY,,10/10/2022,"194,689,239","38,821,749","576,188",1
Whiskey On You,Nate Smith,,5/6/2022,"193,854,805","35,905,755","466,888",0
5 Foot 9,Tyler Hubbard,,5/20/2022,"193,680,404","161,738,459","670,234",0
PAINTING PICTURES,Superstar Pride,,10/20/2022,"193,109,326","1,526,856,459","2,304,354",1
Freak (feat. REI AMI),Sub Urban,,3/13/2020,"193,103,080","1,526,797,371","1,359,388",0
Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,,11/17/2022,"192,684,719","547,404,253","125,189",0
"Going, Going, Gone",Luke Combs,,6/24/2022,"192,633,758","45,564,333","420,418",0
UNA NOCHE EN MEDELLï¿½ï¿½N - R,KAROL G,,8/10/2023,"192,439,879","134,541,936","213,623",1
Rosa Pastel,Peso Pluma,,4/20/2023,"192,231,633","32,536,991","289,402",1
Ando Enfocado,Jaziel Avilez,,11/18/2022,"191,918,763","63,785,723","404,205",0
Beautiful Girl,Luciano,,4/28/2022,"191,569,959","129,718,183","343,759",0
Casanova,Soolking,,7/6/2023,"191,488,217","143,392,887","1,457,167",0
Still Rollin,Shubh,,5/19/2023,"191,465,461","144,465,879","267,764",0
Overdose,natori,,9/7/2022,"191,425,175","662,260,750","367,613",0
Time Today,Moneybagg Yo,,2/3/2021,"191,071,471","67,883,730","1,381,684",1
Turn On The Lights again.. (feat. Future),Fred again..,,1/17/2022,"190,872,805","435,794,732","1,617,989",0
Deli,Ice Spice,,1/20/2023,"190,497,384","1,315,525,703","726,899",1
Si La Calle Llama - Remix,Eladio Carrion,,3/17/2023,"190,420,514","272,952,215","315,999",1
In Ha Mood,Ice Spice,,1/6/2023,"190,126,590","1,435,693,104","1,093,911",1
Delincuente,Tokischa,,8/19/2022,"190,095,480","801,557,207","1,258,357",1
Grace (feat. 42 Dugg),Lil Baby,,2/28/2020,"189,972,685","36,849,005","1,135,998",1
MALA SANTA,Becky G,,10/11/2019,"189,969,086","252,838,869","601,436",0
1000 Blunts,$uicideboy$,1,7/29/2022,"189,588,270","432,059","240,381",1
Overwhelmed,Royal & the Serpent,,6/26/2020,"189,175,699","2,001,548,087","1,456,206",0
ýýýýýýýýýýýýýýý,Ado,1,10/23/2020,"189,058,129","7,761,272","268,333",0
Mood Malandro,Cï¿½ï¿½dig,,8/24/2023,"188,309,858","18,855","422,023",0
i am not who i was,Chance Peï¿½,,9/21/2023,"188,215,390","21,944,041","222,417",0
Tï¿½ï¿½ ,Fuerza Regida,,2/9/2024,"188,154,454","27,500,000","445,052",0
Where the Wild Things Are,Luke Combs,,3/24/2023,"188,142,444","20,050,268","553,446",0
Fruto,Bizarrap,,10/3/2023,"188,131,570","13,208,632","205,456",0
Why Not,Ghostface Playa,,4/1/2022,"187,925,725","790,515,512","1,400,731",1
Tu Turrito,Rei,,5/4/2022,"187,818,818","365,176,711","187,231",0
BABY OTAKU,Pablito Pesadilla,,8/18/2022,"187,646,063","5,157,109,090","491,748",1
Pobre Corazï¿½,Ke Personajes,,3/2/2023,"187,127,704","30,085,568","432,240",0
What Else Can I Do?,Diane Guerrero,,11/19/2021,"186,607,065","371,511,075","142,768",0
Favorite Song,Toosii,,2/17/2023,"186,579,651","117,325,107","2,561,322",0
El Incomprendido,Farruko,,9/30/2021,"186,233,910","95,822,904","2,989,432",1
SMOKE IT OFF!,Lumi Athena,,11/22/2022,"185,817,317","237,465,039","675,371",1
Bijlee Bijlee,Harrdy Sandhu,,10/30/2021,"185,690,034","52,219,515","326,010",0
REMIX EXCLUSIVO,Feid,,3/17/2023,"185,448,173","19,349,275","347,852",1
Ropa Cara,Camilo,,1/18/2021,"185,362,995","1,309,968,091","421,946",0
X1,MC Cabelinho,,12/20/2021,"185,050,407","249,329,094","198,749",1
I'll Be Waiting,Cian Ducrot,,11/10/2022,"185,042,019","68,670,799","958,912",0
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,,5/17/2023,"184,630,078","102,841,979","683,699",1
La_Original.mp3,Emilia,,11/2/2023,"184,441,175","529,217,516","400,818",0
fast,Sueco,,5/10/2019,"184,246,401","3,451,442,440","1,449,210",1
on the street (with J. Cole),j-hope,,3/3/2023,"183,683,364","803,916,984","317,811",1
What If,Johnny Orlando,,5/18/2018,"183,453,795","2,179,127,445","1,465,914",0
NARCISSISTIC PERSONALITY DISORDER,Odetari,,4/1/2023,"183,162,195","229,093,751","469,880",1
You & Me,JENNIE,,10/6/2023,"183,134,509","518,880,479","345,892",0
Daqui pra Sempre,Manu,,9/22/2023,"181,784,966",179,"329,363",0
911,Fuerza Regida,,11/30/2022,"181,695,722","1,079,156,243","567,312",0
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,,4/28/2022,"181,659,395","87,012,707","1,366,573",0
Wild Side (feat. Cardi B),Normani,,7/16/2021,"181,529,121","406,413,864","1,916,244",1
Big City Life,Luude,,6/16/2022,"181,323,700","160,730,392","780,420",0
Stumblin' In,CYRIL,,11/10/2023,"180,784,576","61,731,912","4,657,449",0
Wild as Her,Corey Kent,,3/4/2022,"180,186,017","23,448,462","670,748",0
Angel Numbers / Ten Toes,Chris Brown,,11/10/2023,"179,565,178","451,763,725","2,788,317",1
M.A (Mejores Amigos),BM,,9/20/2022,"179,475,517","32,565,249","401,773",1
Cabaï¿½,El Jordan 23,,6/24/2023,"179,452,105","85,169,761","393,023",1
MONEY ON THE DASH - SPED UP,Elley Duhï¿,,1/20/2023,"179,176,296","156,208,048","400,805",0
Stop Breathing,Playboi Carti,,12/25/2020,"178,750,521","88,268,263","337,335",1
DENTRO DA HILUX,Luan Pereira,,8/24/2023,"178,699,480","2,800,000","121,733",0
Sugar Rush Ride,TOMORROW X TOGETHER,,1/27/2023,"178,523,233","697,618,053","370,282",0
Where It Ends,Bailey Zimmerman,,8/19/2022,"178,441,881","161,742,703","456,834",0
Beautiful Girls,Sean Kingston,,4/3/1998,"178,339,925","803,719,645","4,403,782",0
DE LUNES A LUNES,Manuel Turizo,,8/24/2023,"178,247,858","26,823,518","415,549",0
Melhor Sï¿,KayBlack,,3/30/2023,"178,044,172","41,424,590","130,950",0
N'y pense plus,Tayc,,6/19/2020,"177,952,382","2,758,905,591","5,257,817",0
Famous Friends,Chris Young,,11/20/2020,"177,734,775","62,353,303","651,327",0
Blank Space (Taylor's Version),Taylor Swift,1,10/26/2023,"177,731,392","20,466,555","194,854",0
In The Dark,Purple Disco Machine,,1/21/2022,"177,722,624","20,533,718","5,644,172",0
Sakhiyaan,Maninder Buttar,,10/21/2018,"177,496,669","339,486,868","433,239",0
Playing Games,Summer Walker,,8/23/2019,"177,369,022","75,387,907","1,548,061",1
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1,10/26/2023,"176,970,541","50,830,371","116,655",0
Skin de Bandida,Oscar Maydon,,9/22/2023,"176,958,728","2,498,673","308,713",1
"Good Luck, Babe!",Chappell Roan,,4/5/2024,"176,290,078","263,955,300","485,935",0
Still Trappin' (with King Von),Lil Durk,,12/24/2020,"176,140,377","12,014,523","494,233",1
REPEAT IT,Lil Tecca,,8/6/2021,"176,048,317","571,049","298,734",1
"So Long, London",Taylor Swift,1,4/18/2024,"175,613,480","1,510,800","67,886",0
Solo Me Dejaste,Grupo Marca Registrada,,7/8/2022,"175,374,235","146,435,027","460,868",0
the boy is mine,Ariana Grande,1,3/8/2024,"175,336,290","3,842,071","209,987",1
Man Made A Bar (feat. Eric Church),Morgan Wallen,,3/3/2023,"175,095,439","21,618,436","268,281",0
Freaky Deaky,Tyga,0,2/25/2022,"175,043,767","131,915,166","1,235,764",1
older,Isabel LaRosa,,9/15/2023,"174,933,335","3,421,698","810,245",0
Ballena,Vulgo FK,,7/13/2023,"174,583,156","181,541,988","183,816",0
Bipolar,Mc Davi,,4/9/2021,"174,403,309","1,360,596,383","318,311",1
Fim de Semana no Rio,Teto,,3/30/2022,"174,165,147","119,676,469","50,042",1
Straight and Narrow,Sam Barber,,4/12/2023,"174,154,846","2,771","290,003",0
Heat,Gunna,,6/20/2019,"174,090,982","26,278,533","2,095,650",1
Everything I Love,Morgan Wallen,,1/31/2023,"173,756,454","233,214,006","459,770",0
Lottery (Renegade),K CAMP,,4/1/2019,"173,526,912","6,653,535,769","1,592,457",1
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,,1/4/2020,"173,193,166","57,212,956","259,241",0
Asï¿½ï¿½ Lo Quiso ,Eslabon Armado,,4/28/2023,"173,061,521","239,225,982","604,065",0
ýýýýýýýýýýýýýýý,Tatsuya Kitani,,7/7/2023,"173,018,759","471,119,326","394,480",0
Come Through (feat. Chris Brown),H.E.R.,,4/23/2021,"172,986,367","26,458,622","1,353,202",1
WA DA DA,Kep1er,,1/3/2022,"172,657,413","1,992,357,477","445,034",0
Cash In Cash Out,Pharrell Williams,,6/10/2022,"172,589,732","338,747,583","517,365",1
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,,8/27/2021,"172,558,590","80,999,687","851,112",1
Antidepresan,Mert Demir,,11/4/2022,"172,362,945","428,987,615","903,938",0
Delilah (pull me out of this),Fred again..,,10/17/2022,"172,321,571","164,453,741","615,432",0
ADIï¿½,Maria Becerra,,12/8/2022,"172,082,938","874,751,736","308,507",1
Kernkraft 400 (A Better Day),Topic,,6/17/2022,"171,920,896","51,987,916","1,861,356",0
Lut Gaye,Jubin Nautiyal,,2/17/2021,"171,856,399","2,560,589","826,805",0
Epidemic,Polo G,,9/25/2020,"171,728,710","8,566,421","699,585",1
Bertahan Terluka,Fabio Asher,,2/2/2022,"171,663,870","4,039,554,717","89,958",0
In A Minute,Lil Baby,,4/7/2022,"171,118,535","191,118,526","1,695,618",1
Frozen,Madonna,,12/3/2021,"171,060,866","954,943,543","6,425,997",0
banking on me,Gunna,,1/7/2022,"170,941,932","101,411,557","824,789",1
Drugs From Amsterdam,Mau P,,8/17/2022,"170,829,903","125,870,792","1,386,260",0
Teenage Dream,Stephen Dawes,,6/2/2022,"170,404,957","960,222,096","600,114",0
Coal,Dylan Gossett,,7/27/2023,"170,200,281","55,041,835","184,546",0
DONDE SE APRENDE A QUERER?,Mora,,8/28/2023,"170,061,927","38,178,869","363,905",0
Coming for You (feat. A1 x J1),SwitchOTR,,10/29/2021,"169,896,142","1,737,382,885","1,055,110",1
March Madness,Future,,3/21/2015,"169,574,765","29,701,332","1,488,185",1
TROLLZ (with Nicki Minaj),6ix9ine,,6/12/2020,"169,376,113","728,033,853","1,192,023",1
Te Lo Agradezco,Kany Garcï¿½,,7/27/2023,"169,162,533","22,480,064","623,417",0
Me or Sum (feat. Future & Lil Baby),Nardo Wick,,11/29/2021,"169,074,195","214,484,764","1,161,965",1
Ni Me Debes Ni Te Debo,Carin Leon,,5/19/2023,"168,963,270","90,780,465","327,415",0
OJALï¿,Maria Becerra,,6/1/2022,"168,710,415","248,098,853","182,061",0
DIE,Gazo,,7/1/2022,"168,211,673","687,903,274","874,725",1
Memory Reboot,Vï¿½,,1/13/2023,"168,087,455","1,559,678,788","1,425,007",0
FTCU,Nicki Minaj,,12/8/2023,"167,977,668","13,158,593","819,021",1
A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,,5/27/2021,"167,885,356","35,359,820","288,490",1
Privileged Rappers,Drake,0,11/4/2022,"167,840,439","52,937,881","420,954",1
Tell Ur Girlfriend,Lay Bankz,,2/7/2024,"167,431,139","235,871,001","932,674",1
Yes or No,Jung Kook,,11/3/2023,"167,384,917","14,147,233","172,882",0
BABY SAID,Mï¿½ï¿½ne,,1/20/2023,"166,942,258","39,481,015","1,172,656",0
Need A Favor,Jelly Roll,,12/9/2022,"166,866,092","133,788,711","1,174,949",0
Toca o Trompete,Felipe Amorim,,7/21/2023,"166,784,328","1,222,155,154","173,558",1
Step Back!,1nonly,1,9/2/2022,"166,436,749","219,657,145","850,249",1
Malvada,Zï¿½ï¿½ Fe,,1/28/2022,"166,427,224","1,504,623,313","141,986",0
Whoï¿½ï¿½ï¿½s Afraid of Little O,Taylor Swift,1,4/18/2024,"166,168,092","7,202,700","116,673",0
ZOOM,Jessi,,4/13/2022,"166,161,044","9,393,168,416","778,299",0
Cool With You,NewJeans,,7/21/2023,"165,916,276","92,644,726","139,260",0
MATHEMATICAL DISRESPECT,Lil Mabu,,5/5/2023,"165,642,949","709,390,008","328,655",1
Guilty as Sin?,Taylor Swift,1,4/18/2024,"165,611,453","6,383,500","79,964",0
Wild Ones (feat. Jelly Roll),Jessie Murph,,10/6/2023,"165,347,464","7,395,640","354,116",1
HOPE,NF,,2/16/2023,"164,875,589","261,238,878","557,175",0
Rainfall,Tom Santa,,2/18/2022,"164,856,432","1,806,528","473,453",0
By Your Side,Rod Wave,,11/22/2021,"164,804,108","50,358,850","569,269",1
De Vuelta Pa' La Vuelta,Daddy Yankee,,12/10/2020,"164,788,147","44,074,315","1,159,159",0
Not Fair,Niklas Dee,,6/2/2023,"164,667,038","14,577,073","322,313",0
Rags2Riches (feat. ATR Son Son),Rod Wave,,4/3/2020,"164,542,767","907,184,617","854,584",1
Love You Anyway,Luke Combs,,2/10/2023,"164,507,374","220,946,119","624,045",0
Spinnin,Connor Price,,10/21/2022,"164,206,429","182,197,234","776,674",0
Jalebi Baby,Tesher,,11/13/2020,"164,137,928","8,443,743,856","6,489,242",0
Cure For Me,AURORA,,7/7/2021,"164,125,901","1,747,148,081","1,605,654",0
Hasta la Miel Amarga (feat. Grupo Firme),"Luis Angel ""El Flaco""",,5/1/2020,"164,007,720","18,781,987","491,755",0
M.A.I,Milo j,,11/30/2023,"163,958,167","1,805,126","478,702",0
Street Runner,Rod Wave,,3/10/2021,"163,921,357","64,791,187","806,043",1
LLYLM,ROSALï¿½,,1/27/2023,"163,400,564","107,127,704","1,343,247",0
Puro Campeï¿½,Grupo Marca Registrada,,10/14/2022,"162,996,272","72,517,463","338,327",0
Matte Black,$uicideboy$,1,7/29/2022,"162,889,846","49,371,617","351,439",1
Queen of Kings,Alessandra,,1/8/2023,"162,396,159","276,521,416","670,703",0
Finesse,Pheelz,,3/3/2022,"162,356,099","1,145,039,714","4,200,295",0
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,,9/30/2016,"162,240,700","1,426,765,550","829,090",0
Jugnu,Badshah,,10/26/2021,"162,005,746","74,566,411","268,778",0
ýýQuýý Nos Pasýý?,Anuel AA,,5/26/2022,"161,990,851","28,786,547","412,492",1
Obsessed,Riar Saab,,9/29/2022,"161,366,691","286,891,984","479,047",0
La Morocha,Luck Ra,,7/7/2023,"161,280,933","348,308,009","214,253",0
Arranca (feat. Omega),Becky G,,3/10/2023,"161,172,707","140,240,096","1,364,052",0
Wildberry Lillet,Nina Chuba,,8/12/2022,"161,145,820","409,238,375","647,249",0
Minefields,Faouzia,,11/5/2020,"160,979,905","1,074,096,649","2,000,620",0
HIBIKI,Bad Bunny,1,10/13/2023,"160,821,035","185,582","141,377",1
I LOVE YOU HOE (w/ 9lives),Odetari,,7/12/2023,"160,320,384","2,200,000","394,365",1
Mourning,Post Malone,,5/19/2023,"160,305,133","44,574,455","437,969",1
Rodeo (Remix),Lah Pat,,2/24/2023,"160,163,510","32,904,652","2,351,135",1
With You,AP Dhillon,,8/11/2023,"159,980,783","21,262,061","215,166",0
Tourniquet,Zach Bryan,,8/25/2023,"159,880,836","53,019,644","100,217",1
UNA CERVEZA,Fuerza Regida,,10/20/2023,"159,876,075","14,846,248","595,774",1
Suavemente,Soolking,,2/22/2022,"159,676,691","535,066,055","1,827,296",0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Matuï¿,,4/30/2023,"159,579,530","68,969,483","161,952",1
THANK GOD,Travis Scott,,7/28/2023,"159,483,318","3,252,732","301,658",1
Smart,LE SSERAFIM,,2/19/2024,"159,256,689","2,059,824,051","234,077",0
Petit gï¿½ï¿,Jungeli,,8/4/2023,"159,181,956","37,717,213","3,454,084",1
Can't Tame Her,Zara Larsson,,1/26/2023,"159,051,363","214,685,378","1,293,372",0
Si No Quieres No,Luis R Conriquez,,3/9/2024,"158,131,138","147,200","833,928",0
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,,11/16/2022,"158,017,957","227,308,261","137,614",0
Dial Drunk,Noah Kahan,,6/9/2023,"157,881,582","46,583,057","228,752",1
9mm,Memphis Cult,,2/23/2023,"157,826,873","587,731","1,530,751",1
Tomorrow 2 (with Cardi B),GloRilla,,9/23/2022,"157,806,193","507,673,872","1,089,768",1
Spotless (feat. The Lumineers),Zach Bryan,,8/24/2023,"157,676,395","2,359,449","118,515",1
Mas Altas Que Bajadas,Natanael Cano,,6/30/2023,"157,476,564","52,545,729","213,453",1
Peaches & Eggplants (feat. 21 Savage),Young Nudy,,2/27/2023,"157,446,814","142,468,312","1,447,731",1
Thank God,Kane Brown,,9/9/2022,"157,341,967","123,462,516","1,100,920",0
Shoong! (feat. LISA of BLACKPINK),TAEYANG,,4/25/2023,"156,994,096","180,459,570","628,505",0
Woo Baby (feat. Chris Brown),Pop Smoke,,7/16/2021,"156,697,759","54,292,475","1,065,106",1
Already Rich,Yeat,,5/3/2023,"156,047,755","273,007,809","252,675",1
Free Mind,Tems,,9/25/2020,"155,772,691","793,660,172","3,346,952",0
Mmhmm,BigXthaPlug,,10/6/2023,"155,648,648","7,609,548","479,173",1
Rock My Body,R3HAB,,4/28/2023,"155,454,907","2,164,944","1,341,106",0
White Horse,Chris Stapleton,,7/21/2023,"155,443,055","47,123,023","753,888",0
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,,8/31/2022,"155,399,041","135,832,597","562,309",1
UNAVAILABLE (feat. Musa Keys),Davido,,3/30/2023,"155,390,490","1,043,240,094","2,290,047",1
Do It Again (feat. 2Rare),NLE Choppa,,10/7/2022,"155,142,115","1,073,599,652","1,008,825",1
Cochinae,Julianno Sosa,,4/19/2022,"155,050,178","1,442,464,830","430,196",1
LALALALA,Stray Kids,,11/10/2023,"154,592,041","430,312,931","279,165",0
23 Preguntas,Anuel AA,,8/23/2021,"154,250,706","57,372,493","435,928",1
Tchuco Nela,MC Rogerinho,,4/8/2022,"154,127,881","1,245,591,509","136,448",1
Jefe,Ninho,,12/3/2021,"154,120,297","204,594,753","802,018",1
Narcotics (with Bryant Myers),Dei V,,9/14/2023,"154,018,930","207,698,391","477,640",1
No Wahala,1da Banton,1,7/2/2021,"154,010,050","729,439,284","2,109,482",0
Churchill Downs (feat. Drake),Jack Harlow,,5/6/2022,"153,857,576","72,804,876","577,230",1
act ii: date @ 8,4batz,1,12/7/2023,"153,364,964","749,015,170","1,458,037",1
Pelele,Morad,,12/24/2021,"153,262,121","777,095,126","631,030",0
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,,8/6/2020,"153,213,678","648,833,938","642,918",1
EL TONTO,Lola Indigo,,4/13/2023,"153,105,498","286,515,216","361,203",0
